Gene.symbol	ID	adj.P.Val	logFC
ZNF138	8139826	0.980083158031096	-0.0184698172222211
	7896644	0.980083158031096	-0.030245256388886
	7894773	0.980083158031096	-0.0149662781111113
PCDH19	8173933	0.980083158031096	0.0176707082222216
GP2	7999920	0.980083158031096	-0.0143879671111113
CYP4F8	8026442	0.980083158031096	0.0152669841111122
	7959621	0.980230146222219	0.0232627515555537
SERPINB7	8021623	0.980230146222219	0.0123499231111102
	7894616	0.980230570695139	0.0466404422222224
TTI2	8150175	0.980330952795484	0.0241231421111117
PRAMEF14///PRAMEF34P///PRAMEF36P///PRAMEF2///PRAMEF1	7912610	0.980330952795484	-0.0112835208333331
MOV10L1	8073962	0.980330952795484	0.0143453032222225
HERC3	8096385	0.980341502142322	-0.0143842132222236
ADAMTS9	8088560	0.980385105709321	-0.0127178072222209
HIGD2A	8110166	0.980433061835016	0.0286570786111113
	8053386	0.980459556535711	0.0458143595555551
	7895236	0.980459556535711	0.0273103262222225
	7902615	0.980459556535711	0.0158553522777782
RALBP1	8020100	0.980459556535711	-0.0238313217777755
FAM167A-AS1	8144621	0.980480307004179	-0.0220878182222224
LOC100996455	7941059	0.980480307004179	0.019526755777779
FGF3	7950036	0.980480307004179	0.0162163323333315
	8066345	0.980480307004179	0.0280982375555574
NR3C1	8114814	0.980480307004179	0.0215843790555557
MADD	7939767	0.980523302688416	-0.0126320348333344
CEP170	7925525	0.980523302688416	-0.0374120549999972
	7893962	0.980523302688416	-0.0266623973333342
TRH	8082574	0.980523302688416	-0.0398029356666676
	7894047	0.98058528096032	-0.0232194442222222
IGFL2	8029773	0.98065571991349	-0.0136044588888877
	7894393	0.98065571991349	-0.0371758494444463
GMPR	8117034	0.980771804326383	-0.0446699844999996
	8030879	0.980771804326383	0.0119774593333335
	7895377	0.980771804326383	-0.0345305591111105
MMP12	7951297	0.980771804326383	0.0112363891666671
	7961569	0.980791728274972	0.0203332475555538
	7972175	0.980828402242164	0.0207284979999991
REXO1L1P	8151625	0.980828402242164	-0.0195232478888858
NBR2///NBR2	8007462	0.98085427064068	0.0294061543888882
	8056823	0.980880274718507	0.0131635866666682
	7923698	0.980907010204776	-0.0328302686111126
	7934968	0.980989631936178	0.0136320477777767
PKHD1	8126954	0.980989631936178	0.00880348583333346
RNF216	8137986	0.980989631936178	-0.0139336925000002
RAB29	7923812	0.980989631936178	-0.0236455547777785
	8095137	0.980989631936178	0.00709072622222262
	8155212	0.981033716562975	0.0158978867222213
RFPL2	8075564	0.981106810956775	0.0249326074444438
INTS3	7920337	0.981162909768449	-0.0198840550000003
	8138483	0.981162909768449	0.0158590791111117
CCNG1	8109697	0.981163874315224	0.0561257177222192
CCDC73	7947375	0.981181635923206	-0.00947019483333289
MIR194-1	7924403	0.981181635923206	-0.0112182849444444
ZBTB38	8083090	0.981181635923206	0.0241040261111118
OR4F13P	7986536	0.981181635923206	-0.0187379007222228
OPN1LW	8170811	0.981181635923206	-0.0200673313888888
RPL13AP17	8133847	0.981181635923206	0.0130308827777776
	8121943	0.981181635923206	0.011142075555556
METAP1D	8046360	0.981181635923206	-0.0241895766111115
TIMM13	8032484	0.981181635923206	0.0337025401666686
	7895770	0.981181635923206	0.0243626879444445
	7927924	0.981181635923206	0.0103834717777782
	7893031	0.981181635923206	-0.0310099463888882
VPS33A	7967240	0.981181635923206	0.0190986607777779
ZNF558	8033667	0.981181635923206	-0.0201907898888898
	8162529	0.981181635923206	-0.0226895151111108
GSAP	8140478	0.981181635923206	0.0289803701111122
DERL3	8074944	0.981186557402383	-0.0140274598888883
	7893504	0.981290657052104	0.0179744808888884
CRADD	7957560	0.981322119810967	0.0199597738888908
MIR133A1HG///MIR1-2	8022500	0.981382811273236	0.00704817150000014
	8108161	0.981453944677162	0.0189002009999997
NPRL2	8087669	0.981460668210167	0.0188170579444451
C6orf223	8119918	0.981460668210167	-0.0148468449999992
OR7E37P///MGC72080///OR7E5P///DAPL1///OR7E24///OR7E47P///OR7E12P///OR7E14P	8156319	0.981615832390566	0.0244180427222229
	8115838	0.981627359005577	-0.0148504523333335
MACROD2-IT1	8061068	0.981676590892584	0.0201846623888895
	7998965	0.981676590892584	-0.0329602970555554
	8172270	0.981676590892584	0.0307996592222199
	7894793	0.981676590892584	0.0302655855000009
JPH2	8066393	0.981688773924532	-0.012779023833331
MORC4	8174338	0.981734326342272	-0.0202120400555552
OR52B6	7938010	0.981734326342272	0.0129419496666658
SMPX	8171791	0.981770016671465	-0.0122945880555552
STUB1	7992021	0.98180508857594	-0.0323474163333328
	7894629	0.98180508857594	-0.0465280731111122
	8140850	0.98180508857594	-0.0240669840555565
AQP11	7942774	0.98180508857594	0.0178821156666658
VWC2	8132805	0.98180508857594	0.02342703638889
MIR302A	8102404	0.98180508857594	0.00975077622222331
SWAP70	7938370	0.98180508857594	0.0187007491666673
	8180343	0.98180508857594	0.0176852615000005
PRR30	8051024	0.98180508857594	0.0148426287222216
CATSPER4	7899124	0.98180508857594	-0.014814592888889
OTUD4	8103011	0.98180508857594	0.0319656358333331
	7893614	0.98180508857594	0.0261005134444448
GALNT1	8020903	0.98180508857594	0.0203738978888879
MRPL33///MRPL33	8041027	0.981824572540283	-0.0259262166111114
FLJ13224	7954692	0.981855671970046	0.0164866318888892
GPR151	8114896	0.981855671970046	-0.0141199396111098
FAM3D	8088425	0.981855671970046	0.0159203409444446
FAM222A	7958577	0.981855671970046	0.0154022594999974
GNAI2	8079964	0.981855671970046	0.0151366258888856
CCDC138	8044278	0.981855671970046	-0.0209797538333332
	8050365	0.981855671970046	0.00872099616666677
BTN2A3P	8117470	0.981855671970046	-0.0211744976111117
	8047769	0.981868210078606	0.0154496486666664
WIPF1	8056860	0.981879981889618	0.0142873406666677
	7917794	0.981879981889618	0.0103446948333334
LINC01554	8106999	0.98192024994283	0.0162485562777777
	8173549	0.98192024994283	0.0176050053888894
	8044572	0.981942276341876	-0.0113796230555558
	7983938	0.981942276341876	-0.0228509857222221
U2AF1L4	8036143	0.981942276341876	0.018466454277779
	7904209	0.981942276341876	0.0160322685555565
OR6C65	7955995	0.981942276341876	-0.0106432745555551
	7893367	0.981942276341876	-0.0310435848333359
SCGB1D4	7948662	0.981942276341876	-0.0152217506111105
LYSMD4	7991503	0.981942276341876	0.015303314833333
OR2T1	7911278	0.981942276341876	-0.0154341920555545
GCLC	8127158	0.98196570934102	0.0227225531111142
PIWIL2	8145097	0.981998586637214	-0.014624395666667
	7894725	0.982009401770621	0.0197186488888903
FAM126B	8058182	0.98208058330036	-0.0136929074444447
SCARB2	8101158	0.982144857542983	0.0183811262222235
CACNG3	7994152	0.982215656959674	0.0128138242222229
CLCA1	7902721	0.982215656959674	-0.0114020303888891
	7896440	0.982237251766837	-0.0287539891111104
PSG10P///PSG8///PSG11///PSG9///PSG7///PSG6///PSG5///PSG4///PSG3///PSG2///PSG1	8037272	0.982293354097305	-0.0118542946111115
	7976158	0.982293354097305	-0.0171849939444444
EPG5	8022996	0.982436704945617	-0.017137825277775
	8174668	0.982437753256731	0.0100000755555558
SART1	7941478	0.98246313512481	0.029330191222221
	8099324	0.982552916032989	0.0227588485000005
GLTSCR1L	8119582	0.982552916032989	0.0148958050555548
	8112016	0.982567191016886	-0.0120372881666659
DNASE1	7992934	0.982715758156098	-0.0144985287222239
	7895954	0.982715758156098	-0.028551433666669
	7977784	0.982715758156098	0.0114964967222222
MIR125A	8030846	0.982715758156098	-0.0176956680555556
AMOTL2	8090852	0.982750399675489	0.014502767833334
	7893094	0.982750399675489	0.0142087388888879
CCR3	8079383	0.982750399675489	0.0240090640555559
FGF5	8096050	0.982750399675489	-0.0157380264444438
XAF1	8004184	0.982750399675489	-0.0369005758888878
ZNF860	8078380	0.982750399675489	-0.0155585316666658
	8103023	0.982750399675489	-0.0316128171666685
HABP2	7930561	0.982750399675489	-0.0147403210000006
	8097955	0.982750399675489	-0.0278602417222222
TGFBR1	8156826	0.982750399675489	0.0186387926666693
	7895161	0.98278862897689	0.0169007707222253
DIRC1	8057615	0.98287404392413	0.0156032940555559
	7895332	0.98287404392413	-0.0268717873333326
LY6G6E	8179810	0.98287404392413	-0.020422215388888
	7946561	0.98287404392413	-0.0154451908333337
	7928060	0.98287404392413	-0.0303177161111097
	7894292	0.98287404392413	0.0387336632222226
CEBPG	8027566	0.982875415431101	0.0178282454444441
	8021563	0.982894452739117	-0.0206628492777758
SMARCC2	7963988	0.982895451561305	0.0102898919444439
	8011328	0.982914914142688	-0.0180286562222207
CCDC122	7971335	0.982914914142688	-0.0236733812777783
	8043456	0.982917154889912	0.0347368387777793
CHADL	8076302	0.982931835695997	-0.0135171789444444
PSORS1C3	8179727	0.982931835695997	-0.0160358281666668
DCUN1D5	7951325	0.982931835695997	-0.0230606889444447
SSPO	8137151	0.98293481562633	-0.0109201854444452
KRTAP15-1	8068139	0.98293481562633	0.012556677333333
POU5F1P4	7906017	0.982945669824264	-0.0177530666111112
LINC01128	7896759	0.983045723010367	-0.0227154960555565
	7924325	0.983045723010367	0.00618695227777799
	8079731	0.983368230906991	0.010560108
	8089757	0.983380361079005	0.00964104627777784
MIR412	7976854	0.983411893925045	0.0161692470000001
	7954490	0.983411893925045	-0.00717823055555655
TTBK1	8119765	0.983411893925045	0.0126730917222222
	7932510	0.983411893925045	0.0205229468333341
NRTN///NRTN	8024995	0.983411893925045	0.0170314757777783
PAX6	7947338	0.983470664510696	0.0124880141666668
DEFB124	8065566	0.983470664510696	0.0197465828888888
PLAC8	8101429	0.983470793001106	0.0183317508333332
HSPB9	8007208	0.983470793001106	-0.0161096604444451
	8099924	0.983522634759526	0.01770775833333
	8110587	0.983522634759526	-0.0110696013333333
	8113443	0.983522634759526	0.0155881937222224
	8144042	0.983522634759526	0.0238790600000014
MOP-1	8101322	0.983522634759526	0.0510146198333326
	8113354	0.983525527668685	0.00890890272222356
LRRIQ4	8083808	0.983544583621637	0.0121934311666676
FRS3	8126337	0.98359599649362	0.0155460201666653
D2HGDH	8077238	0.98359599649362	0.0118632643333347
	7892708	0.983631076743752	-0.0352030304444435
IWS1	8055021	0.983631076743752	0.0124868099999995
MANEA	8121144	0.983723805051544	-0.0351365511666657
SHISA7	8039498	0.983745263018741	-0.012816979500001
SCFD2	8100347	0.983750584803183	-0.0145341449444434
RIT1	7920839	0.983750584803183	-0.0277669525555559
SLC13A2	8005879	0.983750733901149	0.0122224833333346
TUBB2B	8123651	0.98394617181977	-0.0228487572222233
RIMS2	8147796	0.983964062722262	-0.00997876516666674
LOC105379252///FAM95B1///FAM95A	8155418	0.983972845142421	-0.0158555522777784
	7895479	0.984049554174374	-0.0215778621111116
	8021961	0.984049554174374	0.00733505544444357
	8121739	0.984049554174374	-0.0400402232222223
	7896037	0.984049554174374	0.0304266525555548
	7892835	0.984049554174374	-0.0222381116666632
	8102781	0.984049554174374	0.0183559145555554
FOXR1	7944351	0.984117289575499	0.014209393055554
CCNH	8113010	0.984117289575499	-0.0214911665555562
CNNM1	7929732	0.984117289575499	0.0165892227222226
CCDC141	8057377	0.984117289575499	-0.0199793313888881
C12orf66	7964677	0.984117289575499	-0.0161013622222228
PMP2	8151525	0.984117289575499	-0.0124913348333333
EXOSC4	8148710	0.984117289575499	0.0196726104444434
	7895180	0.984117289575499	-0.024228204777776
SERPINA2	7981065	0.984117289575499	0.015613645833334
CHRNA7	7982341	0.984117289575499	0.0209271614999986
	8176469	0.984117289575499	0.0261921366666669
	8168689	0.984117289575499	-0.0115910404444439
SULT1E1	8100808	0.984181496604744	0.00955877344444467
LCE1A	7905528	0.984181496604744	-0.0177673845555546
OR10P1	7956007	0.984257690028579	0.0154596628888894
OGFRP1	8073582	0.984257690028579	-0.00972364361111211
DACT2	8130859	0.984257690028579	0.0133033203333346
COL27A1	8157383	0.984257690028579	-0.0122293223888894
GDE1	7999889	0.984257690028579	-0.0128039786666676
N6AMT1	8069700	0.984257690028579	-0.022928565388888
TAS1R3	7896921	0.984257690028579	-0.0118584978333338
USP4	8087380	0.984257690028579	0.0122115436666625
PPTC7	7966345	0.984257690028579	-0.0125805126111072
	7894004	0.984300453423316	0.0148593555000005
	8096897	0.984300453423316	0.0193902144444449
	8107644	0.984300453423316	0.0177554442222219
DUSP23	7906469	0.984300453423316	0.0137014818888881
	7894404	0.984300453423316	-0.0160455605555541
	8168620	0.984300453423316	-0.00884835183333266
RAB12	8020029	0.984391763090664	-0.0174038431666688
	7896377	0.984409644245109	0.021067046277778
GCGR	8019669	0.984409644245109	-0.0157849082777766
	8051987	0.984409644245109	-0.0170547360555551
	7894738	0.984409644245109	0.0260236790555561
	8144582	0.984409644245109	0.0118864881666667
PI4KAP1///PI4KAP2///PI4KA	8074577	0.984409644245109	0.0206900030000012
CYC1	8148728	0.984409644245109	0.0203046909444424
FCRL4	7921259	0.984409644245109	0.0124987049444449
	7957497	0.984409644245109	-0.00719015449999949
OR6C6	7963865	0.984409644245109	-0.0123554430555548
CASZ1	7912347	0.984409644245109	0.0217066592222235
	7907535	0.984409644245109	-0.0176471899444439
	8096731	0.984409644245109	-0.0087424345555549
	8133225	0.984593693024216	0.00998947000000028
	8045343	0.98460118664869	-0.0112495379444453
TREML1	8126269	0.984605188753132	0.0241190012222221
HPDL	7901087	0.984612982321986	-0.0141934751666684
RUSC1	7905999	0.984612982321986	0.012765498555555
C8A	7901732	0.984612982321986	0.00912256605555539
	7971864	0.984615327626858	-0.0244573436111102
MN1	8075126	0.984720767793268	0.0160076377777782
	8067834	0.984797765397262	-0.00866521222222216
	8131801	0.984797765397262	0.00791719605555574
	8147650	0.98485081192	0.0353829783888884
SYNPO2	8097080	0.98485081192	-0.0133649515555558
	7956783	0.98485081192	0.0212682555000003
NOS2	8013536	0.98485081192	-0.0147819041111097
TPD52L3	8154307	0.98485081192	-0.0101505846666665
PRR36	8033455	0.98485081192	0.0148778247777797
	8100456	0.98485081192	0.0241319421666679
	8109570	0.98485081192	-0.00821429900000048
	7894211	0.98485081192	-0.0322125686666652
	7893525	0.98485081192	-0.0307824279444446
	8150842	0.98485081192	-0.0147741995000006
	8073511	0.98485081192	-0.0278454666666663
	7893071	0.98485081192	-0.0238990067777767
ADARB1	8069178	0.98485081192	-0.0228714562777785
APOA1	8077185	0.98485081192	0.0131895108888855
	7979129	0.98485081192	0.00989338561111097
C7orf72	8132811	0.98485081192	0.00764149072222242
SNORA80B	8050253	0.98485081192	-0.0176029728888878
TSSC1	8050060	0.98485081192	0.0194296649444423
ABRACL	8122336	0.98485081192	0.0166897007222238
OLAH	7926334	0.98485081192	-0.018514691944445
	8035937	0.98488163240606	-0.0215956016111112
RNF10	7959173	0.98488163240606	-0.0159779166666656
TMPRSS3	8070584	0.984944427405224	0.0162852760000001
	7895465	0.984944427405224	-0.0262213184999993
AFP	8095646	0.984944427405224	-0.00832851105555532
SPATS1	8120011	0.984944427405224	0.012328741000001
	8158664	0.984944427405224	0.00956793105555631
	7894172	0.984944427405224	0.0293999512222225
CACNG6	8031090	0.984944427405224	0.0189711228333334
	7894685	0.984944427405224	-0.026339419944442
	8063349	0.984944427405224	-0.0120818712777782
DLG4	8012054	0.984944427405224	0.0131515680555552
LOC613266	8065084	0.984944427405224	0.0163169536666663
ASH2L	8145894	0.984944427405224	-0.0126934352222197
NLRP2	8031398	0.984944427405224	0.029395523833335
LOC100128310	8067358	0.984944427405224	-0.0200174479444426
C6orf136	8179167	0.984999964820256	-0.0194927717777773
GABRR2	8128099	0.985072565437757	-0.0193255744444425
C9orf16	8158177	0.985072565437757	0.0152312407777782
H2BFWT	8174283	0.985072565437757	0.0179815970000003
SPSB4	8083071	0.985072565437757	-0.0147372107222203
NKX2-4	8065327	0.985072565437757	-0.0151594721111108
	7894115	0.985072565437757	-0.0114386961111084
	7895512	0.985096754110837	-0.0331369553333349
MRPL18	8123148	0.985105422158549	-0.015387103111113
B4GALT7	8110399	0.985105422158549	-0.0142075812222204
PITX1	8114215	0.985149593806901	-0.0148906247222218
DGKA	7956046	0.985149593806901	0.0138541503333318
UBE2DNL	8168578	0.985149593806901	-0.0113698823888875
NECAB2	7997542	0.985149593806901	-0.0127003032222239
DNAI2	8009585	0.985149593806901	0.00949682761110981
PMS2CL	8131444	0.985149593806901	0.0168658077222243
	8053404	0.985149593806901	0.0112168183888883
	8131515	0.985149593806901	-0.00907781338888869
	8168081	0.985149593806901	-0.016011617166666
CKS1B	7926896	0.985149593806901	-0.0152743037777787
	7893888	0.985149593806901	0.0143044808333324
	7893665	0.985149593806901	0.0214626207222235
SSBP3-AS1	7901611	0.985149593806901	-0.0145668303333322
HIST1H2BN///HIST1H2AK	8117600	0.985149593806901	0.0187046458333322
LOC100131232	7949568	0.985149593806901	0.0209804871666668
USP46	8100328	0.985149593806901	-0.0205885875555545
KIAA0319L	7914809	0.985149593806901	-0.0159404261111087
OTP	8112763	0.985149593806901	-0.0168922556666673
	8112996	0.985265509398614	-0.00936292038888809
	7958209	0.985297297309153	-0.00634997416666661
RANGAP1	8076307	0.985297297309153	-0.0113232302222199
	8155369	0.985309866273634	-0.0231550551666668
SNX10	8131957	0.985309866273634	0.0207749221111095
SPRR2G	7920217	0.985309866273634	0.0196110171666675
C6orf118	8130664	0.985309866273634	-0.0102330797222225
	8058145	0.985309866273634	-0.0319504810555538
	8175193	0.985309866273634	0.0146737368888883
C8orf86	8150352	0.985309866273634	-0.0106158233888882
	8091881	0.985309866273634	0.0104761546111112
	7895800	0.985309866273634	0.0196360226666661
RRP7BP	8076449	0.985309866273634	-0.0156937770555512
	8068660	0.98537868678518	0.00950478100000085
TM2D1	7916643	0.98537868678518	-0.0164072363333361
STX2	7967685	0.985450865628537	-0.0171630523888897
CA10	8016808	0.985450865628537	0.0110353737222226
NIPA1	7986675	0.985465252272276	0.0266360720000014
	7951163	0.985529955006487	-0.0137081897222204
HELT	8098571	0.985529955006487	-0.0154474862777807
TMEM19	7957167	0.985529955006487	-0.0151294143888894
	8139905	0.985625567822854	0.0086074113333332
	8136981	0.985722531939445	-0.00687738927777737
SHPK	8011396	0.985722531939445	0.00897808605555639
	8127991	0.985746311878242	-0.0102303271666666
	8021725	0.985746311878242	0.0158709793888896
SORBS2	8104066	0.985746311878242	-0.00959268327777796
TMC7	7993588	0.985746311878242	0.011902211222222
	8070900	0.985811917399044	-0.0105640448888877
RGS16	7922717	0.985815575406917	0.0155075427777778
	7894089	0.985815575406917	0.0258730266111105
TIMM9	7979416	0.985848373019766	-0.0236974121666664
	8041900	0.985848373019766	-0.0306766036666666
SPAG1	8147661	0.985848373019766	0.0257584678333354
	8065194	0.985848373019766	-0.020895731555556
KLHL22	8074632	0.985848373019766	-0.0113489158888891
ZC3H7B	8073397	0.985848373019766	0.00896542066666672
CD7	8019478	0.985848373019766	-0.0115943012222193
OR6C70	7963878	0.985848373019766	0.00787878633333383
DCC	8021245	0.985848373019766	0.0112962873888889
FRG1	8098714	0.985848373019766	0.0214523960000008
FOXP3	8172631	0.985848373019766	0.016388581500002
	7943195	0.985848373019766	-0.0263651035555563
TEKT3	8012908	0.985848373019766	0.00950774855555592
CROCC	7898377	0.985848373019766	-0.0132861503888879
HES4	7911376	0.985848373019766	-0.0143646173333352
	8165680	0.985888344088697	-0.019692071499998
	8147373	0.985889585392935	0.0101419844999988
KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1	8031358	0.985940989582684	0.0185961180555543
PRR23A///PRR23B	8091037	0.985940989582684	0.0226432528888889
FEN1	7940561	0.985940989582684	0.0210261501666666
	7969058	0.985940989582684	-0.012226948944444
ZNF784	8039530	0.985940989582684	-0.0114257799999988
	7900144	0.985940989582684	-0.0111795158333337
SNORA15	8133108	0.986031814126545	0.0189823817777777
	8005745	0.986075249618305	-0.0117360747777773
RAB36	8071676	0.986075249618305	0.011852338833334
T	8130703	0.986075249618305	0.0111780386666656
FLJ34503	8121569	0.986075249618305	-0.0105019212222217
CNTLN	8154449	0.986075249618305	0.0141772485000011
ASB12	8173238	0.986075249618305	0.0131222692777784
	8175773	0.986075249618305	-0.0147716946111101
CYP2A13///CYP2A7///CYP2A6///CYP2A7	8036969	0.986075249618305	0.0110523809999998
CST1	8065412	0.986075249618305	0.0181425761666665
	7934850	0.986075249618305	-0.0168062366666675
ANKRD34C	7985238	0.986075249618305	0.01253443688889
RPS2	8172154	0.986084678539633	-0.00851976500000085
FUT5	8033064	0.986190779953562	0.0158730060555534
	8113786	0.986190779953562	0.00776010122222281
	7945069	0.986190779953562	-0.0132621637222226
	8143984	0.986190779953562	-0.0142063822222216
UBA3	8088718	0.986190779953562	-0.0127466586666642
	8056825	0.986232324578101	-0.0146697818333337
C9orf84	8163348	0.986248447822238	0.00974600694444439
KRTAP27-1	8069808	0.986248447822238	-0.0111371207777764
KRT18P59	7944952	0.986248447822238	0.0125842959444435
ROBO3	7944882	0.986248447822238	-0.0117126737222231
MAL2	8148040	0.986290707347568	0.0180230771111125
ATP5F1	7903972	0.986290707347568	0.0220949198888896
LOC650293	7949896	0.986290707347568	-0.0158459869999996
DNAJB13	7942489	0.986290707347568	-0.0116420331666682
FUT2	8030094	0.986290707347568	-0.0126715557777777
	7981373	0.986298873650898	0.0161291560555568
EXOC7	8018620	0.986430898035973	-0.0114558546666661
TPGS1	8023948	0.986430898035973	-0.0121638448888906
	7894875	0.986430898035973	-0.0213862966111114
EMC6	8003840	0.986430898035973	-0.0199124298888895
GLIS2	7992956	0.986430898035973	-0.0116848271111119
	8154386	0.986430898035973	-0.0166513816111102
POLH	8119858	0.986430898035973	0.0194677202777775
C2CD4B	7989473	0.986465309877755	-0.0182876303333321
ENO3	8004043	0.986465309877755	-0.010369458944445
	7892526	0.986465309877755	0.0192404027777764
GOLGA7	8146122	0.986465309877755	-0.00828694683333353
	8043743	0.986465309877755	0.0243691236111117
GAS5///SNORD47	7922402	0.986465309877755	-0.0398570031111101
HEXIM2	8007750	0.986544398349015	-0.00874795272222251
	8142450	0.986544398349015	0.00724571711111111
POLR3G	8106820	0.986563446758787	-0.0159312767777759
	8047767	0.986563446758787	-0.00574929972222238
PDRG1	8065596	0.986563446758787	-0.0147309317222222
	7896106	0.986563446758787	-0.0262653421666661
DDX19B	7997048	0.986571409293296	-0.0180526738333322
	8075160	0.986607325968422	0.0122885640000003
	8124335	0.986607325968422	0.01166897711111
	8165692	0.986634221912529	-0.0612139136111107
	8104443	0.986634221912529	-0.00754543177777744
	8085024	0.986677095625749	-0.0189552246111111
	7937988	0.986677095625749	0.00866253411111106
	8169231	0.986677095625749	-0.0141304930555544
	8130662	0.986677095625749	-0.00963836677777685
CDC37L1	8154153	0.986677095625749	0.0117763628888889
NEK10	8085867	0.986677095625749	0.0210133388888898
	8088917	0.986677095625749	-0.00545235249999854
KLHDC10	8136163	0.986677095625749	-0.00988532888888738
	7895749	0.986677095625749	-0.028736489111111
CHI3L2	7903920	0.986677095625749	-0.0249536904999994
	7893292	0.986677095625749	-0.0192904975555561
RPS18P9///RPS18	8179544	0.986738337168562	-0.00959197111111365
	7893734	0.986738337168562	0.0169097638888864
MICA	8179238	0.986738337168562	-0.017876323555555
LZTS2	7929911	0.986738337168562	0.0126119162222214
SHMT1	8013243	0.986749203304635	-0.0154743257777774
HSPB2-C11orf52///C11orf52	7943795	0.986749203304635	-0.011987515833332
NFU1	8052784	0.986749203304635	-0.0143263666666673
MKRN1	8143387	0.986749203304635	-0.0219611304444438
FAM120C	8173041	0.986749203304635	-0.0130996341111107
	7918424	0.986749203304635	-0.00958913099999936
	7929591	0.986781676297598	0.0153880987222221
COL9A3	8063970	0.986781676297598	0.0151105069999993
C19orf18	8039713	0.986781676297598	-0.0113105582777777
	8173926	0.986781676297598	-0.0119071662777768
	7893232	0.986781676297598	0.0445460655555578
MIR375	8059026	0.986781676297598	-0.0134654258888878
	7969360	0.986781676297598	0.00997387366666613
S100A7	7920252	0.986847592024592	-0.0147927221111104
RNU12	8073603	0.986849111160045	-0.0156731171666671
	8096533	0.986946652217448	0.0137552223333341
MS4A13	7940307	0.987011706283553	0.011176936444445
	7994570	0.987011706283553	-0.0244272360000002
	8169348	0.987011706283553	-0.0063107695000002
HDAC5	8015914	0.987011706283553	0.00941267605555485
MYRIP	8078933	0.987011706283553	-0.00793799144444574
	7896184	0.987011706283553	-0.0222574449999975
SULT6B1	8051520	0.987019422216408	0.0112587095555563
TRIM16	8012953	0.987038154145953	-0.0230524051666672
	8113006	0.987038154145953	0.0124984544444442
MIR210	7945460	0.987038154145953	0.0114677583333318
	8150582	0.987038154145953	-0.00735369483333326
LOC440896	8161526	0.987038154145953	0.0127443206666675
	7926672	0.987038154145953	-0.0062170115555551
	8054802	0.987103049562893	-0.0139913423888873
OR6W1P	8143557	0.987104799312976	-0.00955442883333291
NEU1	8179851	0.987125075808496	-0.014839795444443
RASEF	8161945	0.987125075808496	-0.0122326518888882
MIGA1	7902493	0.987125075808496	0.022075860444442
	7938681	0.987125075808496	-0.0153990375555546
SLC7A3	8173414	0.987125075808496	-0.00986333349999979
	7893746	0.987128994828796	-0.0134003858888878
	7923965	0.987128994828796	-0.0124626474444467
	7895768	0.987128994828796	0.0243093048333343
OPN4	7928823	0.987128994828796	-0.0102115015000024
	8090674	0.987128994828796	0.00846000061111152
	7894187	0.987128994828796	-0.0146822869444456
	8042566	0.987128994828796	0.0133193163333338
PIN4	8168366	0.987128994828796	-0.0179289851666651
LOC641367	8027320	0.987140356850595	-0.00947729261110952
VTCN1	7918936	0.987150686258764	0.0105602863888898
	8099922	0.987266528260826	-0.0114164388333342
ST3GAL6	8081219	0.987266528260826	-0.020943526388888
OR10G3	7977767	0.987267677352939	-0.00924304549999944
ATF7IP2	7993167	0.987267917822725	0.0207043228888883
	8060368	0.987267917822725	-0.00558588105555513
	7893005	0.987316928952872	-0.0277879631666682
	7932610	0.987316928952872	-0.00657561766666603
	7895664	0.987331356453799	-0.0301272064444458
	7979031	0.98741742902135	-0.0141554731111113
PCDH15	7933672	0.98741742902135	0.00651776472222165
CCDC12	8086698	0.98741742902135	0.0168901677777784
SLC27A6	8107798	0.98741742902135	-0.0171999887777767
	7896538	0.98741742902135	-0.0235888234999999
	8063185	0.98741742902135	-0.0113837898888876
	7893417	0.987464449112531	0.0225418431666666
ALG11///UTP14C	7969228	0.987482555917073	-0.012580525055558
FLT1	7970763	0.987482555917073	-0.0117670882222227
LOC100233156///TEKT4P2///MAFIP	8071051	0.987482555917073	0.0172567721111117
SELE	7922229	0.987482555917073	0.00756220900000004
	7892506	0.987482555917073	-0.020109008055555
	7985308	0.987482555917073	-0.0056356900555552
HSPH1	7970864	0.987567991123178	0.0140858304444453
FRG1JP///LOC283788	8161509	0.987594290178916	-0.0119167533888884
	7968195	0.987594290178916	-0.00665181777777724
	8124924	0.987594290178916	-0.0217786810000007
ZNF735///ZNF733P///ZNF716///ZNF479	8133023	0.987594290178916	-0.018137012444444
	7895387	0.987681942549216	-0.0361710381666649
LINC00299	8050115	0.987707777599835	-0.0195891852222223
USP12	8180323	0.98771865892643	0.0105786916666695
LOC100132800	8030838	0.98771865892643	-0.0125638459444435
CALR3	8035146	0.987760171542823	0.00918800544444487
RNASEH2B	7969179	0.987760171542823	-0.0164926864444457
	7893729	0.987760171542823	0.016530940166664
	8141148	0.987760171542823	-0.00911655533333366
CARD8	8038023	0.987760171542823	0.0147194012222212
	7895953	0.987760171542823	0.00902771888888942
SLC29A3	7928208	0.987760171542823	0.0112982988333323
CADPS	8088491	0.987760171542823	0.00902259983333398
	8105577	0.987760171542823	0.0118126793888882
